meta_idx,date_accessed,Error,parent_doi,URL,citation,meta_cols,removed_cols
53,2024-02-06,None,10.1594/PANGAEA.773951,https://doi.org/10.1594/PANGAEA.773948,"Casey, Kimberly A (2012): Geochemical composition of surface snow, ice and debris from glaciers in Norway, Nepal and New Zealand. PANGAEA, https://doi.org/10.1594/PANGAEA.773951, Supplement to: Casey, KA (in review): Supraglacial dust and debris: geochemical compositions from glaciers in Svalbard, southern Norway, Nepal and New Zealand. Earth System Science Data Discussions, 5(1), 107-145, https://doi.org/10.5194/essdd-5-107-2012",Longitude; Latitude; DATE/TIME; Elevation [m],Event; N [#]; Na+ [mg/l]; Mg2+ [mg/l]; Al [µg/l]; S [mg/l]; K+ [mg/l]; Ca2+ [mg/l]; Ti [µg/l]; V [µg/l]; Cr [µg/l]; Mn2+ [µg/l]; Fe [µg/l]; Co [µg/l]; Ni [µg/l]; Cu [µg/l]; Zn [µg/l]; As [µg/l]; Rb [µg/l]; Zr [µg/l]; Mo [µg/l]; Cd [µg/l]; Sn [µg/l]; Sb [µg/l]; Cs [µg/l]; Ba2+ [µg/l]; Tl [µg/l]; Pb [µg/l]; Bi [µg/l]; U [µg/l]; Ce [ng/l]; Pr [ng/l]; Nd [ng/l]; Sm [ng/l]; Eu [ng/l]; Gd [ng/l]; Tb [ng/l]; Dy [ng/l]; Ho [ng/l]; Er [ng/l]; Yb [ng/l]; Lu [ng/l]; LONGITUDE; LATITUDE; DEPTH
54,2024-02-06,None,10.1594/PANGAEA.773948,https://doi.org/10.1594/PANGAEA.773948,"Casey, Kimberly A (2012): Snow and ice trace elemental abundances from glaciers in Norway, Nepal and New Zealand. PANGAEA, https://doi.org/10.1594/PANGAEA.773948, In supplement to: Casey, KA (in review): Supraglacial dust and debris: geochemical compositions from glaciers in Svalbard, southern Norway, Nepal and New Zealand. Earth System Science Data Discussions, 5(1), 107-145, https://doi.org/10.5194/essdd-5-107-2012",Longitude; Latitude; DATE/TIME; Elevation [m],Event; N [#]; Na+ [mg/l]; Mg2+ [mg/l]; Al [µg/l]; S [mg/l]; K+ [mg/l]; Ca2+ [mg/l]; Ti [µg/l]; V [µg/l]; Cr [µg/l]; Mn2+ [µg/l]; Fe [µg/l]; Co [µg/l]; Ni [µg/l]; Cu [µg/l]; Zn [µg/l]; As [µg/l]; Rb [µg/l]; Zr [µg/l]; Mo [µg/l]; Cd [µg/l]; Sn [µg/l]; Sb [µg/l]; Cs [µg/l]; Ba2+ [µg/l]; Tl [µg/l]; Pb [µg/l]; Bi [µg/l]; U [µg/l]; Ce [ng/l]; Pr [ng/l]; Nd [ng/l]; Sm [ng/l]; Eu [ng/l]; Gd [ng/l]; Tb [ng/l]; Dy [ng/l]; Ho [ng/l]; Er [ng/l]; Yb [ng/l]; Lu [ng/l]; LONGITUDE; LATITUDE; DEPTH
55,2024-02-06,No columns with data,10.1594/PANGAEA.864909,https://doi.org/10.1594/PANGAEA.864909,"Cauquoin, Alexandre; Jean-Baptiste, Philippe; Risi, Camille; Fourré, Elise; Landais, Amaëlle (2016): Bomb-tritium input function calculated from the details of the nuclear atmospheric bomb tests released by the UNSCEAR [2000]. PANGAEA, https://doi.org/10.1594/PANGAEA.864909, Supplement to: Cauquoin, A et al. (2016): Modeling the global bomb-tritium transient signal with the AGCM LMDZ-iso: a method to evaluate aspects of the hydrological cycle. Journal of Geophysical Research: Atmospheres, 121(21), 12612-12629, https://doi.org/10.1002/2016JD025484",NA,NA
56,2024-02-06,None,10.1594/PANGAEA.680872,https://doi.org/10.1594/PANGAEA.680872,"DWD (1972): Meteorological synoptical observations during Meteor cruise M27. Deutscher Wetterdienst/Seewetteramt, Offenbach/Hamburg, PANGAEA, https://doi.org/10.1594/PANGAEA.680872",Longitude; Latitude; Date/Time; h [code],"TTT [°C]; dd [deg]; ff [m/s]; ff [Bft]; Temp wet bulb air [°C]; TdTdTd [°C]; RH [%]; PPPP [hPa]; a [code]; VV [code]; ww [code]; W1 [code]; N [code]; Nh [code]; CL [code]; CM [code]; CH [code]; Phenomena; Ds [code]; Vs [code]; Indicator wind [code]; Indicator precipitation [code]; QC (h) [code]; QC (VV) [code]; QC (clouds) [code]; QC (dd) [code]; QC (ff) [code]; QC (TTT) [code]; QC (TdTdTd) [code]; QC (PPPP) [code]; QC (weather) [code]; QC (TwTwTw) [code]; QC (PwPw) [code]; QC (HwHw) [code]; QC (swell) [code]; QC (iR,RRR,tR) [code]; QC (a) [code]; QC (ppp) [code]; QC (Ds) [code]; QC (Vs) [code]; QC (tbtbtb) [code]"
57,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.680897,https://doi.org/10.1594/PANGAEA.680897,"DWD (1979): Meteorological synoptical observations during Meteor cruise M52. Deutscher Wetterdienst/Seewetteramt, Offenbach/Hamburg, PANGAEA, https://doi.org/10.1594/PANGAEA.680897",NA,NA
58,2024-02-06,No columns with data,10.1594/PANGAEA.857279,https://doi.org/10.1594/PANGAEA.857279,"Degen, Renate; Jørgensen, Lis Lindal; Ljubin, Pavel; Ellingsen, Ingrid H; Pehlke, Hendrik; Brey, Thomas (2016): Abundance, biomass and secondary production of benthic megafauna on the Barents Sea shelf in 2008 and 2009. PANGAEA, https://doi.org/10.1594/PANGAEA.857279, Supplement to: Degen, R et al. (2016): Patterns and drivers of megabenthic secondary production on the Barents Sea shelf. Marine Ecology Progress Series, 546, 1-16, https://doi.org/10.3354/meps11662",NA,NA
59,2024-02-06,No columns with data,10.1594/PANGAEA.859894,https://doi.org/10.1594/PANGAEA.859894,"Dorschel, Boris; Jensen, Laura (2016): Swath sonar bathymetry during POLARSTERN cruise ARK-XXVII/3 with links to multibeam raw data files. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.859894",NA,NA
60,2024-02-06,No columns with data,10.1594/PANGAEA.859900,https://doi.org/10.1594/PANGAEA.859900,"Dorschel, Boris; Jensen, Laura (2016): Swath sonar bathymetry during POLARSTERN cruise PS94 (ARK-XXIX/3) with links to multibeam raw data files. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.859900",NA,NA
61,2024-02-06,No columns with data,10.1594/PANGAEA.871047,https://doi.org/10.1594/PANGAEA.871047,"Dorschel, Boris; Jensen, Laura (2017): Swath sonar bathymetry during POLARSTERN cruise PS101 (ARK-XXX/3) with links to multibeam raw data files. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.871047",NA,NA
62,2024-02-06,No columns with data,10.1594/PANGAEA.728762,https://doi.org/10.1594/PANGAEA.728762,"Ertefai, Tobias F (2009): (Appendix 1) Stable carbon and hydrogen data of different settings. PANGAEA, https://doi.org/10.1594/PANGAEA.728762, In supplement to: Ertefai, Tobias F; Heuer, Verena B; Prieto-Mollar, Xavier; Vogt, Christoph; Sylva, Sean P; Seewald, Jeffrey S; Hinrichs, Kai-Uwe (2010): The biogeochemistry of sorbed methane in marine sediments. Geochimica et Cosmochimica Acta, 74, 6033-6048, https://doi.org/10.1016/j.gca.2010.08.006",NA,NA
63,2024-02-06,Multiple columns with same name,10.1594/PANGAEA.728695,https://doi.org/10.1594/PANGAEA.728695,"Ertefai, Tobias F (2009): (Appendix 7) Tabulated data of hydrocarbon gases from different oceanographic settings. PANGAEA, https://doi.org/10.1594/PANGAEA.728695",NA,NA
64,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.746477,https://doi.org/10.1594/PANGAEA.728748,"Ertefai, Tobias F; Heuer, Verena B; Prieto-Mollar, Xavier; Vogt, Christoph; Sylva, Sean P; Seewald, Jeffrey S; Hinrichs, Kai-Uwe (2010): (Appendix 1-4) Geochemistry, desorption methods, TOC, TC, and mineral content of different settings. PANGAEA, https://doi.org/10.1594/PANGAEA.746477, Supplement to: Ertefai, TF et al. (2010): The biogeochemistry of sorbed methane in marine sediments. Geochimica et Cosmochimica Acta, 74, 6033-6048, https://doi.org/10.1016/j.gca.2010.08.006",NA,NA
65,2024-02-06,No columns with data,10.1594/PANGAEA.746477,https://doi.org/10.1594/PANGAEA.728762,"Ertefai, Tobias F; Heuer, Verena B; Prieto-Mollar, Xavier; Vogt, Christoph; Sylva, Sean P; Seewald, Jeffrey S; Hinrichs, Kai-Uwe (2010): (Appendix 1-4) Geochemistry, desorption methods, TOC, TC, and mineral content of different settings. PANGAEA, https://doi.org/10.1594/PANGAEA.746477, Supplement to: Ertefai, TF et al. (2010): The biogeochemistry of sorbed methane in marine sediments. Geochimica et Cosmochimica Acta, 74, 6033-6048, https://doi.org/10.1016/j.gca.2010.08.006",NA,NA
66,2024-02-06,Multiple columns with same name,10.1594/PANGAEA.746477,https://doi.org/10.1594/PANGAEA.728770,"Ertefai, Tobias F; Heuer, Verena B; Prieto-Mollar, Xavier; Vogt, Christoph; Sylva, Sean P; Seewald, Jeffrey S; Hinrichs, Kai-Uwe (2010): (Appendix 1-4) Geochemistry, desorption methods, TOC, TC, and mineral content of different settings. PANGAEA, https://doi.org/10.1594/PANGAEA.746477, Supplement to: Ertefai, TF et al. (2010): The biogeochemistry of sorbed methane in marine sediments. Geochimica et Cosmochimica Acta, 74, 6033-6048, https://doi.org/10.1016/j.gca.2010.08.006",NA,NA
67,2024-02-06,No columns with data,10.1594/PANGAEA.746477,https://doi.org/10.1594/PANGAEA.728760,"Ertefai, Tobias F; Heuer, Verena B; Prieto-Mollar, Xavier; Vogt, Christoph; Sylva, Sean P; Seewald, Jeffrey S; Hinrichs, Kai-Uwe (2010): (Appendix 1-4) Geochemistry, desorption methods, TOC, TC, and mineral content of different settings. PANGAEA, https://doi.org/10.1594/PANGAEA.746477, Supplement to: Ertefai, TF et al. (2010): The biogeochemistry of sorbed methane in marine sediments. Geochimica et Cosmochimica Acta, 74, 6033-6048, https://doi.org/10.1016/j.gca.2010.08.006",NA,NA
68,2024-02-06,None,10.1594/PANGAEA.666220,https://doi.org/10.1594/PANGAEA.666220,"Fahrbach, Eberhard; Rohardt, Gerd (2007): Continuous thermosalinograph oceanography along POLARSTERN cruise track ARK-XIX/1. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.666220",Longitude; Latitude; Date/Time; Depth water [m],NA
69,2024-02-06,None,10.1594/PANGAEA.743515,https://doi.org/10.1594/PANGAEA.743515,"Flohn, H (1947): Summer and winter mean temperature profiles through the atmosphere above Siberia (Tab. 1 + 2). PANGAEA, https://doi.org/10.1594/PANGAEA.743515, In supplement to: Flohn, H (1947): Grundzüge der atmosphärischen Zirkulation über Sibirien und dem angrenzenden Polarmeer. Polarforschung, 17(1/2), 143-149, hdl:10013/epic.28966.d001",Longitude; Latitude,Height [m a.s.l.]; Area; Altitude [m]
70,2024-02-06,No columns with data,10.1594/PANGAEA.743517,https://doi.org/10.1594/PANGAEA.743517,"Flohn, H (1947): Summer and winter mean wind speed profiles through the atmosphere above Siberia (Tab. 3 + 4). PANGAEA, https://doi.org/10.1594/PANGAEA.743517, In supplement to: Flohn, H (1947): Grundzüge der atmosphärischen Zirkulation über Sibirien und dem angrenzenden Polarmeer. Polarforschung, 17(1/2), 143-149, hdl:10013/epic.28966.d001",NA,NA
71,2024-02-06,None,10.1594/PANGAEA.743518,https://doi.org/10.1594/PANGAEA.743515,"Flohn, H (1947): Wind and temperature time series above Siberia. PANGAEA, https://doi.org/10.1594/PANGAEA.743518, Supplement to: Flohn, H (1947): Grundzüge der atmosphärischen Zirkulation über Sibirien und dem angrenzenden Polarmeer. Polarforschung, 17(1/2), 143-149, hdl:10013/epic.28966.d001",Longitude; Latitude,Height [m a.s.l.]; Area; Altitude [m]
72,2024-02-06,No columns with data,10.1594/PANGAEA.743518,https://doi.org/10.1594/PANGAEA.743517,"Flohn, H (1947): Wind and temperature time series above Siberia. PANGAEA, https://doi.org/10.1594/PANGAEA.743518, Supplement to: Flohn, H (1947): Grundzüge der atmosphärischen Zirkulation über Sibirien und dem angrenzenden Polarmeer. Polarforschung, 17(1/2), 143-149, hdl:10013/epic.28966.d001",NA,NA
73,2024-02-06,No columns with data,10.1594/PANGAEA.955976,https://doi.org/10.1594/PANGAEA.955975,"Fohlmeister, Friederike; Kurz, Lothar; Kriegel, Martin; Immerz, Antonia; Spreen, Gunnar (2023): GNSS intermediate frequency data snippets measured from POLARSTERN deck during the MOSAiC expedition with POLARSTERN to the Arctic. PANGAEA, https://doi.org/10.1594/PANGAEA.955976",NA,NA
74,2024-02-06,No columns with data,10.1594/PANGAEA.955976,https://doi.org/10.1594/PANGAEA.956790,"Fohlmeister, Friederike; Kurz, Lothar; Kriegel, Martin; Immerz, Antonia; Spreen, Gunnar (2023): GNSS intermediate frequency data snippets measured from POLARSTERN deck during the MOSAiC expedition with POLARSTERN to the Arctic. PANGAEA, https://doi.org/10.1594/PANGAEA.955976",NA,NA
75,2024-02-06,No columns with data,10.1594/PANGAEA.955976,https://doi.org/10.1594/PANGAEA.956791,"Fohlmeister, Friederike; Kurz, Lothar; Kriegel, Martin; Immerz, Antonia; Spreen, Gunnar (2023): GNSS intermediate frequency data snippets measured from POLARSTERN deck during the MOSAiC expedition with POLARSTERN to the Arctic. PANGAEA, https://doi.org/10.1594/PANGAEA.955976",NA,NA
76,2024-02-06,No columns with data,10.1594/PANGAEA.955976,https://doi.org/10.1594/PANGAEA.956792,"Fohlmeister, Friederike; Kurz, Lothar; Kriegel, Martin; Immerz, Antonia; Spreen, Gunnar (2023): GNSS intermediate frequency data snippets measured from POLARSTERN deck during the MOSAiC expedition with POLARSTERN to the Arctic. PANGAEA, https://doi.org/10.1594/PANGAEA.955976",NA,NA
77,2024-02-06,No columns with data,10.1594/PANGAEA.955976,https://doi.org/10.1594/PANGAEA.956809,"Fohlmeister, Friederike; Kurz, Lothar; Kriegel, Martin; Immerz, Antonia; Spreen, Gunnar (2023): GNSS intermediate frequency data snippets measured from POLARSTERN deck during the MOSAiC expedition with POLARSTERN to the Arctic. PANGAEA, https://doi.org/10.1594/PANGAEA.955976",NA,NA
78,2024-02-06,No columns with data,10.1594/PANGAEA.821576,https://doi.org/10.1594/PANGAEA.821576,"Frankenberger, E (2014): Meteorological measurements in the upper air during Monte Rosa cruises, ERA-CLIM ID 0011. PANGAEA, https://doi.org/10.1594/PANGAEA.821576, In supplement to: Stickler, Alexander; Brönnimann, Stefan; Jourdain, Sylvie; Roucaute, Eméline; Sterin, Alexander M; Nikolaev, Dmitrii; Valente, Maria Antónia; Wartenburger, Richard; Hersbach, Hans; Ramella Pralungo, Lorenzo; Dee, Dick P (2014): Description of the ERA-CLIM historical upper-air data. Earth System Science Data, 6(1), 29-48, https://doi.org/10.5194/essd-6-29-2014",NA,NA
79,2024-02-06,No data in DOI reference,10.1594/PANGAEA.962037,https://doi.org/10.1594/PANGAEA.962037,"Frolov, Ivan E; Ivanov, Vladimir; Filchuk, Kirill V; Kusse-Tiuz, Nikita; Merkulov, Viktor; Malinovschii, Stanislav; Hölemann, Jens A (2023): Physical oceanography (CTD/Rosette) during the Akademik Tryoshnikov cruise Transarktika-2019 Leg 1 in 2019, Arctic Ocean. PANGAEA, https://doi.org/10.1594/PANGAEA.962037",NA,NA
80,2024-02-06,None,10.1594/PANGAEA.57025,https://doi.org/10.1594/PANGAEA.57025,"Fütterer, Dieter K; Rohardt, Gerd (2000): Continuous thermosalinograph oceanography along POLARSTERN cruise track ARK-IX/4. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.57025",Longitude; Latitude; Date/Time; Depth water [m],NA
81,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.940723,https://doi.org/10.1594/PANGAEA.940723,"Gaye, Birgit; Lahajnar, Niko; Harms, Natalie; Paul, Sophie Anna Luise; Rixen, Tim; Emeis, Kay-Christian (2022): Amino acids and hexosamines in suspended matter samples collected in different oceanic areas between 1999 and 2017 from shelf seas to the deep ocean. PANGAEA, https://doi.org/10.1594/PANGAEA.940723",NA,NA
82,2024-02-06,No columns with data,10.1594/PANGAEA.762798,https://doi.org/10.1594/PANGAEA.762798,"Gebhardt, Catalina; Schenke, Hans Werner (2007): Swath sonar bathymetry during POLARSTERN cruise ARK-XXII/2 (PS70) with links to multibeam raw data files. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.762798",NA,NA
83,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.932797,https://doi.org/10.1594/PANGAEA.932797,"Gerringa, Loes J A; Rijkenberg, Micha; Laan, Patrick; Middag, Rob; Rutgers van der Loeff, Michiel M (2021): Dissolved trace metals cadmium (Cd), cobalt (Co), copper (Cu), iron (Fe), manganese (Mn), nickel (Ni), zinc (Zn) measured in samples from the Polarstern cruise PS94 to the Arctic Ocean from August to October 2015. PANGAEA, https://doi.org/10.1594/PANGAEA.932797",NA,NA
84,2024-02-06,Multiple columns with same name,10.1594/PANGAEA.890975,https://doi.org/10.1594/PANGAEA.890975,"Gerringa, Loes J A; Rijkenberg, Micha J A; Slagter, Hans A (2018): Dissolved iron measured on board with Flow injection analysis and iron-binding dissolved organic ligands from Ultra Clean CTD collected depth profiles during GEOTRACES PS94 Arctic cruise on Polarstern. PANGAEA, https://doi.org/10.1594/PANGAEA.890975",NA,NA
85,2024-02-06,No columns with data,10.1594/PANGAEA.908578,https://doi.org/10.1594/PANGAEA.908578,"Globevnik, Lidija (2019): Broad typology for rivers and lakes in Europe for large scale analysis. PANGAEA, https://doi.org/10.1594/PANGAEA.908578",NA,NA
86,2024-02-06,None,10.1594/PANGAEA.497780,https://doi.org/10.1594/PANGAEA.497780,"Golubev, Valery A; Zuyev, Aleksey N (2006): Physical oceanography from BT during cruise U58VG01400B_1931. National Oceanographic Data Center, Washington, PANGAEA, https://doi.org/10.1594/PANGAEA.497780, In: Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",Longitude; Latitude; Date/Time; Depth water [m],NA
87,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.497884,https://doi.org/10.1594/PANGAEA.497884,"Golubev, Valery A; Zuyev, Aleksey N (2006): Physical oceanography from BT during cruise U58X001310B_1956. National Oceanographic Data Center, Washington, PANGAEA, https://doi.org/10.1594/PANGAEA.497884, In: Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
88,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.667439,https://doi.org/10.1594/PANGAEA.484855,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
89,2024-02-06,Spatial data not in any site bbox,10.1594/PANGAEA.667439,https://doi.org/10.1594/PANGAEA.484856,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",NA,NA
90,2024-02-06,None,10.1594/PANGAEA.667439,https://doi.org/10.1594/PANGAEA.484857,"Golubev, Valery A; Zuyev, Aleksey N; Oelke, Christoph (2006): Barents and Kara Seas oceanographic data base (BarKode). World Climate Research Programme, PANGAEA, https://doi.org/10.1594/PANGAEA.667439",Longitude; Latitude; Date/Time,TTT [°C]
